D:\PycharmProjects\OpenCVProject\DataCollected/IMG1\Image_1618756911783895.jpg,0.5
D:\PycharmProjects\OpenCVProject\DataCollected/IMG1\Image_1618756912812103.jpg,0.5
D:\PycharmProjects\OpenCVProject\DataCollected/IMG1\Image_1618756913894674.jpg,0.5
D:\PycharmProjects\OpenCVProject\DataCollected/IMG1\Image_1618756914900088.jpg,0.5
D:\PycharmProjects\OpenCVProject\DataCollected/IMG1\Image_1618756915906211.jpg,0.5
D:\PycharmProjects\OpenCVProject\DataCollected/IMG1\Image_1618756916911626.jpg,0.5
D:\PycharmProjects\OpenCVProject\DataCollected/IMG1\Image_1618756917954356.jpg,0.5
D:\PycharmProjects\OpenCVProject\DataCollected/IMG1\Image_1618756918960439.jpg,0.5
D:\PycharmProjects\OpenCVProject\DataCollected/IMG1\Image_1618756919968495.jpg,0.5
D:\PycharmProjects\OpenCVProject\DataCollected/IMG1\Image_1618756920974102.jpg,0.5
