D:\PycharmProjects\OpenCVProject\DataCollected/IMG6\Image_1618761258358228.jpg,0.5
D:\PycharmProjects\OpenCVProject\DataCollected/IMG6\Image_1618761258524112.jpg,0.5
D:\PycharmProjects\OpenCVProject\DataCollected/IMG6\Image_161876125854705.jpg,0.5
D:\PycharmProjects\OpenCVProject\DataCollected/IMG6\Image_1618761258579383.jpg,0.5
D:\PycharmProjects\OpenCVProject\DataCollected/IMG6\Image_1618761258610903.jpg,0.5
D:\PycharmProjects\OpenCVProject\DataCollected/IMG6\Image_1618761258643452.jpg,0.5
D:\PycharmProjects\OpenCVProject\DataCollected/IMG6\Image_1618761258675386.jpg,0.5
D:\PycharmProjects\OpenCVProject\DataCollected/IMG6\Image_1618761258706813.jpg,0.5
D:\PycharmProjects\OpenCVProject\DataCollected/IMG6\Image_1618761258738727.jpg,0.5
D:\PycharmProjects\OpenCVProject\DataCollected/IMG6\Image_1618761258771163.jpg,0.5
