D:\PycharmProjects\OpenCVProject\DataCollected/IMG5\Image_1618757296353271.jpg,0.5
D:\PycharmProjects\OpenCVProject\DataCollected/IMG5\Image_161875729641769.jpg,0.5
D:\PycharmProjects\OpenCVProject\DataCollected/IMG5\Image_1618757296448608.jpg,0.5
D:\PycharmProjects\OpenCVProject\DataCollected/IMG5\Image_1618757296480561.jpg,0.5
D:\PycharmProjects\OpenCVProject\DataCollected/IMG5\Image_1618757296527876.jpg,0.5
D:\PycharmProjects\OpenCVProject\DataCollected/IMG5\Image_1618757296559808.jpg,0.5
D:\PycharmProjects\OpenCVProject\DataCollected/IMG5\Image_1618757296591903.jpg,0.5
D:\PycharmProjects\OpenCVProject\DataCollected/IMG5\Image_1618757296624093.jpg,0.5
D:\PycharmProjects\OpenCVProject\DataCollected/IMG5\Image_1618757296656159.jpg,0.5
D:\PycharmProjects\OpenCVProject\DataCollected/IMG5\Image_161875729668891.jpg,0.5
