D:\PycharmProjects\OpenCVProject\DataCollected/IMG4\Image_1618757285756083.jpg,0.5
D:\PycharmProjects\OpenCVProject\DataCollected/IMG4\Image_1618757285798502.jpg,0.5
D:\PycharmProjects\OpenCVProject\DataCollected/IMG4\Image_1618757285813466.jpg,0.5
D:\PycharmProjects\OpenCVProject\DataCollected/IMG4\Image_1618757285844798.jpg,0.5
D:\PycharmProjects\OpenCVProject\DataCollected/IMG4\Image_1618757285876491.jpg,0.5
D:\PycharmProjects\OpenCVProject\DataCollected/IMG4\Image_1618757285924293.jpg,0.5
D:\PycharmProjects\OpenCVProject\DataCollected/IMG4\Image_1618757285955921.jpg,0.5
D:\PycharmProjects\OpenCVProject\DataCollected/IMG4\Image_1618757285989081.jpg,0.5
D:\PycharmProjects\OpenCVProject\DataCollected/IMG4\Image_1618757286020278.jpg,0.5
D:\PycharmProjects\OpenCVProject\DataCollected/IMG4\Image_1618757286052494.jpg,0.5
